i,si1,si2,si3,si4,si5,gi,yi,predicted_gi
1094,18.958352,13.298158,8.733333,141.238286,16.840277,37.1479,,37.7218
1095,19.834999,6.820423,4.671784,107.04118,7.009502,39.751522,,40.91555
1096,7.534344,6.201409,-0.0,38.642208,5.552349,44.814179,,47.239624
1097,21.477118,3.265981,-4.375305,137.88702,4.401641,26.887512,,27.72437
1098,2.517641,1.884819,0.0,10.091001,1.518217,40.0,,42.43653
1099,19.141589,4.633719,2.962356,36.886823,12.142036,48.895178,,48.63836
1100,20.175033,10.891566,7.951461,9.131665,8.883856,13.510995,,13.48606
1101,12.254465,11.743081,6.108344,177.0083,16.502548,38.021964,,39.30748
1102,16.735374,10.406814,5.665673,167.958877,10.718037,26.171128,,26.426971
1103,20.758092,0.147034,-4.333333,23.631049,8.465295,27.122605,,28.306667
1104,15.654552,12.6482,8.719054,82.082971,1.350987,40.0,,39.55276
1105,20.419798,13.83498,8.733333,24.045718,4.701213,13.222719,,13.55153
1106,17.840322,11.564313,8.543583,114.418504,11.965214,45.378968,,44.970703
1107,17.506272,0.639898,-4.333333,189.878027,9.034181,27.122605,,27.183485
1108,18.721252,5.672792,4.844081,51.277032,19.821191,40.035241,,43.368896
1109,11.131863,10.565094,3.639339,197.973087,1.23837,30.424213,,31.512737
1110,14.074109,10.942696,6.058307,69.961608,9.757203,39.976376,,40.45163
1111,15.541875,3.364156,-4.380484,41.704475,11.831876,46.022706,,45.61361
1112,12.832077,4.035821,-3.228793,133.165432,2.949333,34.31264,,34.7771
1113,21.676819,10.095467,4.849004,194.668941,11.900839,38.702113,,39.875633
1114,18.26819,7.162383,4.666667,124.539964,18.8621,43.267514,,42.440086
1115,16.535674,9.355746,4.684866,12.707579,4.356382,25.057167,,25.623388
1116,9.063557,3.546674,-5.317242,74.701907,3.4234,44.646916,,45.50048
1117,7.610825,2.656856,-6.464396,33.250307,1.350311,14.294521,,15.387506
1118,20.916077,12.444651,8.733333,46.255616,14.543628,51.65939,,53.63875
1119,16.193525,11.503825,8.499737,10.441727,0.409258,13.297967,,13.06211
1120,20.531058,14.017174,8.733333,180.351263,6.404265,13.222719,,13.471306
1121,3.622612,1.618334,0.0,158.65834,21.424124,40.0,,39.493332
1122,19.294845,2.733413,-4.349403,74.602865,16.82209,72.954801,,70.2857
1123,2.053199,1.486429,0.0,166.410941,5.361046,40.0,,40.3275
1124,20.522284,7.346457,4.666667,150.766911,15.006553,48.425149,,47.786514
1125,20.088636,2.89868,-4.356087,124.372619,3.032799,38.90355,,36.671463
1126,17.925573,13.438374,8.733333,78.818636,13.855857,67.116138,,69.355064
1127,3.952076,1.486345,0.0,71.855592,18.854323,85.226741,,84.061195
1128,4.456168,0.662484,0.0,17.770492,19.795563,43.879035,,47.41794
1129,17.991139,8.359427,4.666667,68.335401,7.664105,47.298144,,47.226532
1130,20.244021,11.587426,8.559485,109.734119,10.698824,37.379827,,38.62281
1131,5.282454,4.679101,-0.846382,92.109492,14.949385,84.696574,,82.51304
1132,17.322591,2.684737,-4.347683,129.090475,15.490682,71.122398,,66.98611
1133,21.274524,5.084335,4.671281,102.704168,10.139449,42.488517,,43.1279
1134,9.614545,3.152185,-5.01904,162.885294,8.013991,22.840613,,25.063631
1135,16.809625,7.652288,4.666667,19.436641,6.165835,25.17049,,25.67878
1136,16.478269,13.595465,8.733333,92.742712,1.676498,38.866795,,39.108624
1137,12.154069,9.433859,0.454611,117.963498,9.781749,51.385454,,50.19184
1138,17.622032,1.523008,-4.333333,37.434414,3.645539,32.221276,,32.921608
1139,17.531453,5.862821,4.804996,122.266029,8.772477,35.965914,,34.687656
1140,6.725267,0.819249,-8.654477,10.388396,20.252863,13.933068,,18.418581
1141,15.953291,7.519244,4.666978,115.14539,11.249356,43.692917,,45.566185
1142,13.011588,6.475818,2.314865,168.46894,20.111131,34.789179,,37.37849
1143,15.611255,14.963405,8.716585,99.945195,2.022547,36.003813,,36.012726
1144,12.41013,12.174039,8.510447,87.804978,21.846818,40.0,,40.33722
1145,14.512096,7.284775,4.191141,29.811417,2.12154,27.873718,,28.29663
1146,15.805161,13.416716,8.72743,5.65589,6.889245,13.224608,,13.260962
1147,8.83687,2.063199,-5.257872,151.333958,17.278252,52.163456,,51.880417
1148,10.490749,5.850074,-0.0,159.221247,13.252806,62.892904,,63.237976
1149,15.292892,13.910343,8.689388,58.711119,10.249984,36.195945,,37.87394
1150,17.051376,13.762407,8.733333,23.041349,6.55889,13.222719,,13.612688
1151,18.584532,10.70361,6.927694,75.018326,2.929801,40.0,,39.88776
1152,11.866831,9.275061,-0.0,165.778749,6.490197,40.0,,40.233894
1153,16.377374,5.149318,4.679579,168.355316,3.665796,25.090139,,25.76968
1154,17.567034,14.04041,8.733333,133.04769,6.976287,15.78643,,16.906412
1155,10.593146,1.871611,-4.627617,192.027995,2.416473,25.412992,,26.1792
1156,12.893638,10.95878,4.88618,188.623578,18.305935,37.798123,,39.703026
1157,12.074098,9.697161,0.224195,22.539898,21.375041,39.535123,,42.93705
1158,18.354959,12.49728,8.733333,129.65749,4.801968,19.699782,,20.149038
1159,10.285335,5.974233,-0.0,96.16081,15.533708,84.166279,,81.87307
1160,17.265363,11.247333,8.657699,13.304138,0.858301,13.246965,,13.144421
1161,21.477011,12.528308,8.733333,179.554245,13.558493,38.48591,,41.667595
1162,17.09945,4.836906,3.86765,99.446026,14.726012,64.917492,,64.991066
1163,17.600152,8.283924,4.666667,154.260686,0.818434,25.17049,,26.05669
1164,21.702948,14.686937,8.733333,12.072446,0.07336,13.222719,,13.068188
1165,18.908517,8.239628,4.666667,52.491493,3.134216,37.748815,,39.623
1166,15.314237,4.956354,4.447583,130.213874,18.97292,41.188301,,40.9281
1167,21.339218,9.292073,4.679129,26.720782,6.072823,25.092945,,25.510035
1168,6.39903,5.409549,-0.0,127.709147,11.697214,57.242039,,60.284355
1169,14.210063,11.347643,6.635656,76.988619,11.488869,52.252112,,51.8948
1170,21.789658,6.208511,4.741542,153.139625,12.48759,41.48184,,42.198357
1171,18.670842,7.385177,4.666667,130.583136,7.326716,32.032905,,30.3489
1172,15.925205,10.421148,5.72315,76.297813,9.095164,41.984795,,40.92433
1173,19.635787,14.591008,8.733333,60.003717,9.115659,34.968477,,35.372894
1174,12.039103,4.916324,-0.138135,68.027911,21.646279,81.419668,,81.88018
1175,16.152977,12.567048,8.733333,183.785307,1.270265,13.222719,,13.272394
1176,13.413699,11.086083,5.470382,91.253363,8.723943,43.027753,,41.51116
1177,17.256408,14.312617,8.733333,88.499391,17.409053,59.769018,,59.19346
1178,1.117324,0.478839,0.0,90.837164,13.07208,81.605144,,78.03618
1179,13.215747,5.353035,2.656058,189.056402,6.810388,33.824412,,35.422104
1180,13.960346,9.939808,3.613504,43.823791,19.839664,48.342526,,44.335842
1181,21.570582,4.222523,0.16672,176.480559,2.048794,39.656506,,39.92576
1182,13.756032,3.455746,-4.401205,3.975085,7.018597,26.741407,,28.414736
1183,20.258148,10.666928,6.757808,68.352977,19.513156,47.068807,,45.887276
1184,14.52301,9.368594,4.202549,153.205489,14.463497,50.824292,,51.04683
1185,14.930451,8.85913,4.62646,68.56074,15.059372,69.808826,,69.025024
1186,19.899452,9.906569,4.760732,123.761281,10.42687,38.467384,,38.93077
1187,21.812745,0.71332,-4.333333,90.604232,3.107371,49.822312,,48.676163
1188,14.017446,5.231772,3.675466,2.032521,20.920347,30.274145,,30.77794
1189,20.864412,6.770109,4.67481,119.816233,19.417775,43.147084,,40.65706
1190,17.201545,3.613575,-4.396049,120.31367,9.623648,38.866509,,37.32073
1191,17.123066,10.725675,7.035212,129.88349,18.36905,36.822813,,37.10487
1192,21.714089,12.842734,8.733333,68.544127,7.153155,39.248229,,38.97074
1193,18.880059,4.222615,0.167781,98.659851,8.088065,61.024864,,61.046303
1194,21.554319,10.965762,8.465881,140.354789,17.486468,35.057077,,36.65718
1195,14.950419,2.066443,-4.351609,177.56052,2.184792,27.020391,,27.43659
1196,16.137492,12.550842,8.733333,11.011569,20.939194,13.39609,,13.740871
1197,11.572858,2.079026,-4.409056,19.67239,0.032426,26.696943,,28.444078
1198,20.838984,8.823141,4.666667,129.956557,6.498709,32.852404,,31.04913
1199,5.737554,5.492352,0.0,152.814178,1.066,40.0,,40.5287
1200,13.652444,12.101393,8.4294,197.591788,9.740288,13.926881,,15.825671
1201,14.367703,7.556712,4.043735,25.064958,17.37662,45.301469,,47.715454
1202,15.302047,7.343915,4.684256,72.895435,20.097454,52.904408,,53.875046
1203,13.683654,13.155731,8.435832,135.246018,11.731596,30.610036,,31.374086
1204,16.288124,5.297127,4.712092,75.151634,17.689682,59.966379,,61.283173
1205,20.316017,6.741653,4.676807,172.691698,12.378528,41.362133,,42.411797
1206,15.280357,14.452954,8.688131,58.39535,16.519282,56.25219,,57.25637
1207,9.987723,0.634467,-4.792582,26.694998,0.203068,24.37681,,26.147402
1208,16.669654,14.594375,8.733333,134.530103,10.489267,21.291865,,21.708216
1209,21.717291,2.838103,-4.35408,40.516996,5.50725,37.06062,,36.855415
1210,17.307767,10.006805,4.780997,173.70304,6.774202,24.450734,,24.9448
1211,12.146948,8.796594,0.435149,150.231464,21.27288,39.103402,,38.964417
1212,11.701263,10.126686,1.432004,83.87593,4.593696,62.120096,,64.6553
1213,14.454057,5.415331,4.12512,0.046213,11.450478,40.579552,,40.96808
1214,19.813829,9.304176,4.680069,29.892746,4.962015,25.087083,,25.49104
1215,20.397326,12.167263,8.733333,54.76686,12.478353,49.453089,,52.234398
1216,18.38181,0.288862,-4.333333,174.485004,21.959598,27.122605,,26.44362
1217,5.483547,1.258103,-8.722515,120.250229,2.901037,27.155672,,25.823584
1218,18.638725,14.622025,8.733333,64.237691,21.002885,37.037098,,37.432983
1219,20.47058,9.770243,4.738303,56.858615,2.725305,39.71596,,41.247562
1220,5.710872,3.468567,-8.504821,87.063161,4.097241,40.0,,38.85474
1221,19.709135,6.052367,4.76877,180.75181,14.22306,47.87047,,49.485046
1222,19.978513,1.830308,-4.333333,185.021129,2.81972,27.122605,,27.422222
1223,7.942363,4.026582,-5.141677,101.05849,1.789051,40.134202,,40.166214
1224,5.263501,3.867693,-8.400423,125.516362,14.502995,68.224432,,68.69636
1225,13.048502,4.974979,2.289472,143.852785,0.602775,34.857295,,37.13387
1226,18.747321,2.28351,-4.336094,4.782576,21.673956,27.107192,,29.806276
1227,13.096484,5.220115,2.461077,114.9865,11.865281,56.190471,,55.901665
1228,10.172736,1.824877,-4.738911,9.306893,8.224368,24.717678,,27.08384
1229,17.655144,13.262296,8.733333,84.506278,15.548167,68.308631,,66.22047
1230,3.996461,1.414176,0.0,93.546852,20.84305,79.790539,,76.93658
1231,15.015426,13.950609,8.658273,4.525597,8.410102,13.246781,,13.349404
1232,19.925702,5.9853,4.780638,13.014808,15.243988,47.805482,,48.82695
1233,13.547215,0.711022,-4.411186,184.791267,13.245569,55.555174,,56.69673
1234,9.609756,5.135603,-0.0,106.828573,17.05567,71.815336,,73.66136
1235,20.518168,11.039492,8.728551,73.359294,13.020353,61.444032,,63.439392
1236,12.505962,11.920232,7.238853,72.789236,8.275956,40.0,,40.371513
1237,14.502682,8.173588,4.181294,30.274733,18.714282,40.215994,,38.801018
1238,18.748006,10.293352,5.253869,29.92172,4.966174,21.109361,,22.309772
1239,16.318361,13.40449,8.733333,70.160418,17.533082,59.279514,,60.237923
1240,9.31896,0.821877,-5.032788,67.193219,21.931382,63.719021,,62.542442
1241,13.748124,4.554921,2.019825,156.805569,6.188838,35.563785,,36.9625
1242,19.746467,0.692873,-4.333333,97.347842,15.628381,73.00879,,71.07635
1243,17.773815,2.932151,-4.358022,92.959603,14.622125,72.925841,,75.31384
1244,11.579232,10.802487,4.191339,26.25051,9.126382,27.872692,,27.888153
1245,13.941354,10.826299,5.295317,177.278294,10.961938,31.181801,,31.91265
1246,16.517965,13.166986,8.733333,134.911485,20.880707,13.558575,,15.697379
1247,20.205084,8.736494,4.666667,167.031928,20.969997,25.17049,,25.185898
1248,9.854124,1.060265,-4.833555,131.297587,16.124313,67.461434,,61.87934
1249,15.798288,13.841169,8.727177,196.783395,8.46296,13.224689,,13.464584
1250,17.978791,12.005581,8.733333,195.957974,0.88182,13.222719,,13.199913
1251,12.779837,4.289203,0.109567,50.030603,12.824539,68.450897,,69.3248
1252,20.595385,8.154948,4.666667,124.914141,12.423678,47.669054,,48.82943
1253,21.528055,14.771644,8.733333,145.648485,7.814018,13.222719,,13.7406845
1254,19.948526,10.735171,7.082447,99.634063,19.364418,45.305276,,42.559193
1255,19.259245,12.584544,8.733333,169.965659,13.739663,39.104664,,42.276123
1256,18.019639,6.498908,4.700009,38.183641,13.728342,49.800814,,51.94742
1257,20.501601,7.059371,4.666667,24.828757,6.506311,25.17049,,25.591541
1258,9.297264,8.410701,-0.0,0.558084,1.642958,40.0,,42.456142
1259,10.070556,4.036373,-4.820371,30.590558,6.461532,24.193856,,27.170036
1260,11.281943,11.235277,4.892725,106.832165,5.164276,38.786137,,40.278408
1261,19.517411,7.558317,4.666667,102.126721,7.609742,42.082908,,42.413918
1262,15.942512,9.702145,4.727276,77.043176,18.666788,56.776653,,56.96245
1263,10.981484,4.616184,-1.30818,62.119291,3.528016,56.546023,,58.471855
1264,6.595336,2.08087,-8.6638,0.711089,3.473016,13.245005,,13.685002
1265,15.084619,7.133594,4.695439,163.048489,11.190504,36.413495,,36.392754
1266,10.231659,5.436889,-0.0,127.683692,13.272622,65.866892,,67.889366
1267,12.517601,11.821701,6.39289,89.667876,3.550733,40.0,,39.285576
1268,12.579259,11.704437,5.846728,48.817154,13.979995,53.596825,,52.96634
1269,10.845865,10.027683,0.368757,160.677017,18.566693,54.809877,,52.807587
1270,10.19784,2.002558,-4.731986,164.794177,17.209923,51.410724,,53.637177
1271,2.997835,0.323338,0.0,170.43813,5.82046,40.0,,40.23501
1272,14.423695,8.397611,4.101047,93.450351,6.923377,49.378498,,49.0315
1273,20.232687,4.512285,2.365819,194.139795,4.030303,34.652059,,36.091503
1274,16.888025,14.091146,8.733333,168.248803,9.844412,14.022749,,15.516249
1275,15.589226,14.713555,8.715095,15.709641,7.18693,13.228556,,13.485702
1276,14.372966,4.299306,0.922818,47.519778,6.155958,50.520243,,50.788254
1277,20.751865,12.012304,8.733333,163.514176,20.498806,13.719952,,14.992186
1278,16.42489,13.44167,8.733333,81.165743,8.793233,40.0,,39.64557
1279,9.509427,8.962899,-0.0,93.262444,8.347309,65.320697,,64.311356
1280,14.504264,13.260251,8.584955,190.307244,13.042622,36.640884,,38.76455
1281,14.756769,14.155973,8.623413,193.001061,1.507147,13.257992,,13.225212
1282,18.428964,8.237371,4.666667,153.056973,4.515229,25.17049,,25.63385
1283,15.981452,10.925802,8.178428,114.906718,15.919602,53.825072,,52.352722
1284,17.571584,8.651374,4.666667,183.185005,12.653247,42.524944,,44.01719
1285,15.500065,0.387862,-4.338165,99.086482,4.405115,45.202828,,45.875626
1286,15.440893,6.697965,4.679866,33.202475,18.556568,37.910745,,37.496162
1287,17.430897,9.694529,4.726208,65.199534,9.32206,44.895758,,44.72947
1288,20.266453,7.818044,4.666667,59.287221,11.984521,51.431842,,52.22548
1289,16.457399,5.58469,4.810817,111.659698,11.615282,46.312629,,47.059593
1290,21.010413,14.05702,8.733333,13.495361,4.072372,13.222719,,13.302017
1291,16.911056,12.442992,8.733333,13.795569,1.797174,13.222719,,13.208402
1292,14.045579,12.736282,8.505515,33.356916,10.21006,17.001162,,18.24923
1293,6.706235,5.588014,0.0,189.487653,0.672205,40.0,,39.813614
1294,18.255938,8.897769,4.666667,162.217684,9.569651,25.17049,,25.104612
1295,15.832971,13.088288,8.728276,142.091139,12.273029,33.435583,,34.07807
1296,19.370142,14.002524,8.733333,194.049112,14.053207,40.0,,42.361244
1297,17.838422,10.026964,4.790704,199.685358,0.752783,24.388809,,25.750765
1298,13.137595,3.101647,-4.414458,197.490961,15.61781,67.997166,,65.98446
1299,18.526516,9.807759,4.744192,30.017316,3.725127,24.684264,,25.373491
1300,11.641021,1.080773,-4.396339,191.695761,13.054414,53.383466,,54.93416
1301,13.859653,6.100904,3.502554,106.09181,13.377428,59.061577,,61.448708
1302,15.976055,10.003973,4.779654,14.817303,16.991911,43.444538,,47.148636
1303,21.488181,14.005885,8.733333,62.364181,1.23802,36.157034,,36.132446
1304,15.993128,12.16425,8.733126,179.034156,18.803953,30.512044,,29.032946
1305,8.99398,7.268224,-0.0,166.953662,8.454255,40.0,,40.042206
1306,13.911451,11.351238,6.135617,0.469751,8.791617,14.501795,,14.802385
1307,17.039109,6.255712,4.734429,128.041969,7.159185,34.837456,,32.79285
1308,20.806746,14.57679,8.733333,160.636515,12.218582,33.178091,,33.839653
1309,21.785627,14.819621,8.733333,49.026151,6.499242,29.491875,,29.682821
1310,14.90687,12.962213,8.644148,12.824446,8.05464,13.251321,,13.485861
1311,18.125532,5.833257,4.810328,52.629664,7.679063,37.170948,,38.664547
1312,15.68715,6.821127,4.671751,20.544072,13.864929,47.781606,,50.325172
1313,11.074198,3.700308,-4.631633,96.743805,14.617726,72.034002,,74.8291
1314,16.985923,11.766346,8.664254,83.776893,21.826119,40.0,,40.487434
1315,17.583137,13.242564,8.733333,76.257802,20.775948,40.0,,40.316223
1316,19.108336,13.705675,8.733333,177.353023,7.707653,13.222719,,13.532055
1317,18.50781,8.374274,4.666667,84.111503,4.245955,48.425149,,48.223854
1318,12.913543,8.983022,2.143371,56.769574,20.230675,59.422528,,57.80429
1319,4.004496,2.233151,0.0,9.636229,6.351225,40.0,,42.424763
1320,20.519959,13.495702,8.733333,43.833197,12.118907,43.442187,,44.571342
1321,12.694806,6.755904,1.727241,47.835203,20.225131,55.476718,,54.22454
1322,17.74991,3.085085,-4.365719,5.851697,1.981067,26.941356,,28.868473
1323,15.020341,13.494765,8.658865,140.462184,5.669319,13.246591,,13.683222
1324,12.593771,11.438783,5.421306,1.527111,9.395055,19.7815,,21.217632
1325,21.16893,13.237295,8.733333,122.184136,12.709912,45.491926,,46.916115
1326,19.808229,4.274253,0.705696,81.617907,19.789471,78.372248,,79.478195
1327,21.997531,10.09839,4.85202,49.789335,4.800964,36.08557,,37.532684
1328,20.366196,9.964199,4.771556,130.491945,21.274701,35.400214,,31.826994
1329,2.585594,1.842225,0.0,64.055418,9.54759,61.876271,,62.62358
1330,14.764902,6.109776,4.459559,20.734425,17.266093,43.876372,,46.7118
1331,21.9574,4.129304,-1.1404,107.112979,11.555145,58.061972,,60.193253
1332,16.498864,10.750046,7.157637,32.974048,7.288091,13.895519,,14.161342
1333,19.754938,4.250766,0.473299,176.68774,9.49506,38.975948,,39.02529
1334,14.043869,13.442983,8.505192,133.291402,15.793835,41.767822,,41.16491
1335,21.880355,12.398683,8.733333,169.548498,20.156666,14.021734,,17.7505
1336,20.751853,5.850398,4.807203,152.532213,19.580616,34.673129,,30.355333
1337,15.668077,7.468544,4.671156,161.402755,2.963533,25.14258,,25.84291
1338,15.417512,10.422078,5.726887,126.590489,2.638081,26.680443,,26.627434
1339,15.71981,12.515535,8.722756,142.085462,19.655953,21.8198,,22.59599
1340,18.409745,9.144445,4.670168,137.732708,14.367882,48.40626,,48.416985
1341,8.803754,8.621057,-0.0,64.189572,0.886118,62.413366,,65.24229
1342,11.290566,4.890633,-0.399725,106.329699,11.103751,58.975565,,62.222626
1343,20.8284,6.846369,4.670589,174.638792,19.677976,33.558273,,30.171844
1344,16.878365,10.706934,6.943693,10.907935,8.486026,14.012751,,13.4803
1345,17.404968,13.266076,8.733333,100.080155,6.425141,35.953875,,36.213303
1346,16.36768,10.812835,7.486123,86.552643,5.148805,40.0,,39.422752
1347,6.990293,0.279192,-8.63365,180.856498,4.420864,13.254697,,13.398778
1348,21.416031,10.121647,4.883934,126.03667,8.366733,34.54725,,33.21713
1349,21.722294,6.577632,4.691408,196.607244,13.085383,44.227477,,46.474846
1350,14.492967,6.567303,4.171366,117.040068,5.904491,40.276471,,39.794395
1351,21.849985,1.755552,-4.333333,168.127304,13.693738,61.915483,,60.96743
1352,16.678274,12.220225,8.733333,93.762756,17.700481,56.680457,,57.928253
1353,12.169706,4.872832,0.104177,109.044466,2.287368,56.195894,,57.66385
1354,7.596655,3.693422,-6.128782,35.820824,16.043287,41.200083,,41.02984
1355,8.39875,5.140698,-0.0,126.892339,14.268986,71.44661,,72.56248
1356,19.263087,5.635382,4.832205,192.591755,10.442402,30.490015,,31.825338
1357,18.227129,8.198307,4.666667,106.80275,20.524066,44.120864,,43.624046
1358,15.618086,8.428802,4.672309,95.92285,2.121761,45.215724,,45.2734
1359,19.254581,5.937333,4.790395,158.733217,13.180352,44.123901,,45.43448
1360,14.176305,5.971963,3.803451,18.542744,5.138424,29.730371,,29.92354
1361,15.606723,7.730508,4.672572,176.159909,0.711223,25.133775,,26.190487
1362,12.451606,9.862958,1.205486,0.774707,12.756904,56.150655,,58.937828
1363,18.811268,14.263728,8.733333,102.305818,18.528359,50.190813,,49.447296
1364,12.429147,10.835228,4.310051,135.692727,12.251734,42.562591,,42.641914
1365,6.83671,6.001196,-0.0,113.149529,18.477426,63.747599,,64.997696
1366,18.98448,12.47807,8.733333,95.691729,4.50895,37.671994,,38.02381
1367,14.177091,2.015075,-4.380699,64.102569,13.667608,62.964194,,60.753593
1368,5.540204,0.907002,-8.720627,120.31596,3.82846,27.117251,,25.775757
1369,9.688446,1.263706,-4.889503,182.630548,6.369876,23.728684,,25.43806
1370,14.767837,2.458475,-4.357547,136.503563,0.407065,26.987159,,27.119822
1371,14.37944,4.863299,3.572722,189.346694,15.432921,53.737774,,54.052917
1372,6.755231,4.525902,-1.326235,19.817802,20.94601,37.209994,,39.012135
1373,3.867932,0.175215,0.0,102.205785,16.478205,77.323827,,77.81091
1374,8.11247,8.098576,-0.0,22.025668,16.648003,63.682968,,66.12797
1375,10.031946,1.43059,-4.779717,109.052375,11.92596,49.116462,,49.087997
1376,11.870852,2.197723,-4.367536,137.75718,6.205383,26.931157,,27.896034
1377,11.470735,9.467118,-0.0,29.483398,5.387247,40.0,,42.222298
1378,18.964835,12.889806,8.733333,155.512208,6.299001,13.222719,,13.587314
1379,14.745696,14.613324,8.621804,79.810247,21.188957,40.0,,40.29017
1380,10.170705,8.562576,-0.0,179.65999,5.075298,40.0,,40.184963
1381,21.662615,14.952753,8.733333,61.408775,11.821071,48.52781,,51.250572
1382,21.669275,8.303124,4.666667,12.210229,4.510182,25.17049,,25.722504
1383,8.172969,7.731877,-0.0,43.894229,9.548908,49.877679,,50.55464
1384,13.375864,4.960231,2.754802,16.566587,3.128663,33.527526,,34.99006
1385,19.865333,6.450027,4.706562,190.079067,8.262843,24.921413,,25.255749
1386,10.928649,7.377094,-0.0,3.274132,17.458334,59.696082,,61.46218
1387,18.530538,1.065556,-4.333333,22.933687,17.881944,41.923641,,41.047844
1388,20.381242,13.316088,8.733333,2.481989,19.8834,17.141052,,18.759212
1389,14.19712,0.969504,-4.379639,43.245466,11.888266,47.36217,,46.373207
1390,6.577371,6.542774,-0.0,2.285506,17.992993,57.84547,,58.478928
1391,16.045004,12.399443,8.733333,128.489853,15.585166,45.897422,,46.922493
1392,20.462654,5.91802,4.793476,103.398188,0.950595,40.847371,,42.375328
1393,17.90918,9.202123,4.672875,49.108429,3.210812,37.183701,,38.121902
1394,15.961919,12.279611,8.732184,38.749468,5.133385,19.682898,,22.349148
1395,18.795623,13.293526,8.733333,18.174116,5.427424,13.222719,,13.459936
1396,15.920938,13.966674,8.730944,73.688333,3.74622,40.0,,39.932983
1397,13.797605,2.86177,-4.398022,1.558582,5.17125,26.759413,,28.765837
1398,21.668902,3.878734,-4.414159,120.540264,6.060144,38.744851,,38.02796
1399,20.717485,13.467985,8.733333,95.770949,20.935346,37.605458,,38.83512
1400,12.613425,8.900428,1.560007,61.623538,7.626762,55.330576,,57.044228
1401,17.413927,7.557601,4.666667,148.88889,6.541083,25.17049,,25.37783
1402,13.778951,9.192144,3.408978,167.869856,8.897377,31.323234,,31.579689
1403,21.873076,12.291334,8.733333,52.486384,6.649223,31.451812,,31.667717
1404,9.155965,7.978338,-0.0,102.847612,16.660844,75.672491,,76.93386
1405,7.779147,3.031126,-6.169723,89.354826,7.914366,40.0,,39.342056
1406,19.134054,6.808402,4.672339,68.242229,2.747791,47.203843,,46.867958
1407,7.734089,6.418664,-0.0,167.828361,13.578016,65.077213,,65.10195
1408,18.480088,14.490791,8.733333,196.4985,7.821428,13.222719,,13.443797
1409,19.468076,9.300826,4.679751,125.2929,7.98464,36.365792,,34.413498
1410,18.978407,10.430849,5.762228,36.255034,1.506742,20.475616,,21.837343
1411,12.388745,10.802469,4.210502,24.603403,19.077561,40.035958,,36.461708
1412,12.55855,5.203428,1.443997,115.993742,10.073716,50.394205,,48.52054
1413,12.746075,7.754856,1.827362,65.707161,1.707538,57.168368,,59.441917
1414,14.88171,8.350419,4.574704,53.637275,19.908266,43.030527,,45.792953
1415,13.891416,2.347428,-4.394528,110.047821,6.197309,39.673721,,41.784775
1416,10.409301,8.430841,-0.0,36.103379,13.505313,65.123439,,65.78559
1417,20.903922,10.422049,5.726772,135.698374,14.560875,41.958975,,41.105843
1418,16.385891,6.396833,4.713281,11.137698,4.400541,24.879231,,25.4884
1419,14.084804,12.544056,8.512837,6.811437,21.119697,13.29371,,13.343832
1420,17.212344,10.970806,8.503804,57.303691,14.632332,57.928303,,59.199654
1421,20.86486,5.400466,4.743017,15.478009,11.908596,39.247172,,39.898865
1422,18.706009,6.813186,4.672118,180.114458,19.117315,37.128108,,34.458862
1423,16.906827,5.795848,4.817542,169.321189,12.255044,40.192979,,41.098007
1424,16.466466,11.63332,8.589582,79.139695,0.470759,40.0,,39.667633
1425,13.873904,11.014067,6.07916,33.843053,10.618972,21.761887,,23.006163
1426,15.303915,6.454168,4.706053,86.090463,17.775683,59.632338,,60.097557
1427,13.290464,10.406289,3.504097,83.243627,16.192206,73.851184,,72.39816
1428,16.675715,14.178202,8.733333,145.752697,12.590697,34.845108,,35.92964
1429,21.086926,11.763489,8.662893,81.294736,0.197667,40.0,,39.573135
1430,20.689624,10.583578,6.388535,190.361491,15.80217,40.0,,40.483788
1431,17.817843,1.640014,-4.333333,182.397004,9.887385,27.122605,,27.217628
1432,20.801751,5.84896,4.807462,190.282863,14.511569,47.657308,,49.236557
1433,11.212889,8.863571,-0.0,69.200241,16.570584,84.939846,,85.807686
1434,14.710385,6.890701,4.395155,58.048842,17.704258,51.962319,,56.91774
1435,14.075765,0.7551,-4.386136,177.340153,0.641423,26.826525,,27.109348
1436,20.387823,3.430314,-4.385294,42.006159,17.15598,50.51939,,51.843803
1437,18.812012,12.512836,8.733333,26.17531,12.481711,34.376136,,35.808693
1438,8.70558,0.23467,-5.3309,104.103177,1.674566,37.702217,,37.80907
1439,19.648541,12.955663,8.733333,181.09255,5.53568,13.222719,,13.43688
1440,18.201523,1.171036,-4.333333,80.506047,2.936,50.161879,,50.90027
1441,17.218381,10.035639,4.795589,43.15225,12.418426,47.815686,,49.240852
1442,8.735358,7.50317,-0.0,15.747897,11.901588,54.852554,,55.578873
1443,20.545758,3.269907,-4.375541,186.611972,1.516272,26.886184,,27.182055
1444,9.293828,8.574236,-0.0,120.574312,21.745479,56.924383,,54.237175
1445,12.461435,1.832837,-4.387384,75.498435,5.5241,49.887513,,50.898262
1446,11.485711,10.067493,0.84025,132.986288,6.940406,40.308315,,41.633972
1447,13.938005,8.993783,3.589164,158.438053,6.614453,30.628804,,30.883041
1448,18.039469,0.839642,-4.333333,66.698426,0.924859,47.888999,,47.43801
1449,6.008959,0.845145,-8.700525,138.531773,11.613829,43.49133,,37.126022
1450,19.721683,2.28751,-4.33615,40.763135,5.632491,37.455066,,37.106544
